HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  18       |  0.9941   |  0.7236   |  5.845    |  0.9377   |  3.18     |  1.101    |  26.65    |  110.5    |
|  19       |  0.9908   |  0.8908   |  6.164    |  0.4042   |  5.107    |  4.174    |  26.1     |  32.45    |
|  20       |  0.9935   |  0.6026   |  6.657    |  0.5939   |  5.188    |  7.03     |  39.54    |  248.8    |
|  21       |  0.9937   |  0.9775   |  2.511    |  0.6983   |  3.009    |  2.848    |  8.504    |  156.8    |
|  22       |  0.9935   |  0.7016   |  1.309    |  0.5672   |  9.083    |  2.396    |  18.77    |  126.3    |
|  23       |  0.994    |  0.9914   |  2.452    |  0.8033   |  7.616    |  2.376    |  74.18    |  95.42    |
|  24       |  0.9936   |  0.7794   |  4.801    |  0.7215   |  0.9029   |  8.353    |  35.47    |  49.38    |
|  25       |  0.9941   |  0.4245   |  4.545    |  0.8065   |  0.1659   |  5.121    |  26.52    |  165.9    |
|  26       |  0.9934   |  0.5046   |  5.146    |  0.632    |  9.367    |  1.375    |  37.4     |  30.82    |
|  27       |  0.9936   |  0.9548   |  6.264    |  0.5548   |  6.6      |  8.172    |  57.74    |  136.5    |
|  28       |  0.9938   |  0.5451   |  1.559    |  0.9383   |  9.004    |  6.331    |  37.21    |  90.7     |
|  29       |  0.994    |  0.8356   |  6.383    |  0.9323   |  7.799    |  6.42     |  12.99    |  43.05    |
|  30       |  0.9911   |  0.9391   |  4.639    |  0.4055   |  1.015    |  6.635    |  5.481    |  42.85    |
|  31       |  0.9941   |  0.7292   |  5.151    |  0.7912   |  2.243    |  7.122    |  27.54    |  84.65    |
|  32       |  0.994    |  0.8479   |  4.898    |  0.9095   |  6.576    |  5.683    |  13.9     |  95.4     |
|  33       |  0.9939   |  0.5591   |  2.464    |  0.9838   |  3.931    |  8.92     |  64.96    |  203.9    |
|  34       |  0.9927   |  0.7016   |  4.461    |  0.6955   |  1.952    |  7.225    |  31.67    |  8.176    |
|  35       |  0.9926   |  0.7873   |  2.063    |  0.9643   |  9.539    |  9.149    |  40.17    |  5.926    |
|  36       |  0.994    |  0.957    |  3.569    |  0.98     |  9.636    |  8.53     |  32.97    |  99.81    |
|  37       |  0.9935   |  0.9107   |  2.902    |  0.5017   |  5.568    |  9.362    |  71.12    |  146.8    |
|  38       |  0.994    |  0.4583   |  4.69     |  0.994    |  1.401    |  5.183    |  88.35    |  190.2    |
|  39       |  0.9936   |  0.8182   |  5.215    |  0.6157   |  2.936    |  8.094    |  81.96    |  222.2    |
|  40       |  0.9935   |  0.9479   |  4.068    |  0.7009   |  7.983    |  6.5      |  71.69    |  204.1    |
|  41       |  0.9937   |  0.934    |  3.028    |  0.6253   |  0.9398   |  5.783    |  8.415    |  120.3    |
|  42       |  0.9942   |  0.7256   |  2.719    |  0.7545   |  0.305    |  0.3735   |  83.15    |  93.49    |
|  43       |  0.994    |  0.4762   |  4.133    |  0.862    |  2.158    |  6.229    |  13.11    |  15.13    |
|  44       |  0.9939   |  0.7188   |  4.244    |  0.7825   |  7.261    |  9.759    |  54.05    |  84.03    |
|  45       |  0.9937   |  0.8771   |  2.625    |  0.6634   |  0.7846   |  0.2535   |  96.45    |  214.3    |
|  46       |  0.9936   |  0.8176   |  3.454    |  0.504    |  1.564    |  2.502    |  57.18    |  183.5    |
|  47       |  0.994    |  0.7961   |  2.68     |  0.9729   |  7.379    |  5.544    |  63.11    |  108.6    |
|  48       |  0.9941   |  0.5486   |  3.136    |  0.8547   |  0.1439   |  1.161    |  9.37     |  12.35    |
|  49       |  0.9937   |  0.9133   |  5.222    |  0.6845   |  0.9783   |  4.916    |  49.98    |  45.99    |
|  50       |  0.994    |  0.6603   |  3.391    |  0.7695   |  6.351    |  0.453    |  40.59    |  161.0    |
|  51       |  0.9933   |  0.4562   |  3.368    |  0.6869   |  6.721    |  6.54     |  91.1     |  215.0    |
|  52       |  0.9938   |  0.4386   |  1.654    |  0.9378   |  8.499    |  7.519    |  31.5     |  128.4    |
|  53       |  0.994    |  0.6554   |  3.045    |  0.9429   |  4.725    |  9.426    |  33.24    |  174.8    |
|  54       |  0.994    |  0.9991   |  1.307    |  0.8695   |  7.423    |  7.924    |  38.18    |  120.0    |
|  55       |  0.9937   |  0.7336   |  6.422    |  0.7971   |  2.305    |  9.661    |  42.63    |  9.026    |
|  56       |  0.994    |  0.8855   |  2.156    |  0.9105   |  6.51     |  6.631    |  9.864    |  108.4    |
|  57       |  0.994    |  0.8258   |  4.789    |  0.8811   |  6.739    |  8.448    |  25.48    |  245.8    |
|  58       |  0.9938   |  0.4715   |  6.702    |  0.981    |  9.533    |  9.249    |  27.46    |  109.0    |
|  59       |  0.9941   |  0.9858   |  5.199    |  0.9417   |  4.447    |  4.08     |  27.84    |  47.48    |
|  60       |  0.9935   |  0.657    |  2.964    |  0.7105   |  9.814    |  0.1684   |  89.61    |  133.9    |
|  61       |  0.9934   |  0.4039   |  3.898    |  0.5745   |  5.863    |  5.109    |  20.17    |  247.5    |
|  62       |  0.9942   |  0.8666   |  5.286    |  0.7591   |  0.26     |  4.421    |  59.09    |  173.6    |
|  63       |  0.99     |  0.6024   |  6.795    |  0.4568   |  4.716    |  9.729    |  60.35    |  200.8    |
|  64       |  0.994    |  0.7695   |  2.554    |  0.9049   |  5.583    |  8.138    |  50.04    |  32.92    |
|  65       |  0.9939   |  0.5231   |  5.007    |  0.8048   |  3.034    |  2.934    |  10.86    |  11.99    |
|  66       |  0.9941   |  0.8584   |  2.929    |  0.8459   |  3.889    |  1.406    |  29.92    |  47.54    |
|  67       |  0.9936   |  0.7732   |  2.336    |  0.5759   |  6.568    |  3.929    |  32.1     |  44.49    |
|  68       |  0.9903   |  0.4154   |  4.191    |  0.4851   |  2.544    |  2.133    |  34.59    |  47.14    |
|  69       |  0.9936   |  0.7162   |  2.36     |  0.5979   |  3.007    |  2.835    |  27.65    |  47.25    |
|  70       |  0.9936   |  0.7463   |  1.921    |  0.7111   |  2.211    |  0.6447   |  80.68    |  93.39    |
|  71       |  0.9941   |  0.8939   |  2.714    |  0.9024   |  1.051    |  4.195    |  11.56    |  12.41    |
|  72       |  0.994    |  0.5689   |  2.702    |  0.9963   |  4.558    |  0.7814   |  28.76    |  43.02    |
|  73       |  0.9935   |  0.9724   |  4.33     |  0.723    |  0.5328   |  3.491    |  9.102    |  15.54    |
|  74       |  0.9941   |  0.7576   |  5.154    |  0.877    |  2.05     |  2.604    |  28.21    |  42.91    |
|  75       |  0.9932   |  0.9924   |  4.543    |  0.5243   |  3.406    |  3.787    |  16.25    |  11.98    |
|  76       |  0.9939   |  0.5472   |  6.012    |  0.7607   |  7.839    |  0.4959   |  30.04    |  45.31    |
|  77       |  0.9908   |  0.4789   |  2.006    |  0.468    |  1.793    |  3.702    |  29.33    |  41.21    |
|  78       |  0.9936   |  0.4385   |  6.251    |  0.6284   |  1.976    |  0.8058   |  26.46    |  43.68    |
|  79       |  0.994    |  0.5482   |  3.936    |  0.7875   |  6.527    |  1.093    |  26.93    |  45.94    |
|  80       |  0.991    |  0.8422   |  6.586    |  0.4158   |  2.637    |  3.573    |  29.64    |  45.46    |
|  81       |  0.9941   |  0.7684   |  5.894    |  0.8939   |  4.488    |  3.658    |  25.75    |  48.84    |
|  82       |  0.9935   |  0.4188   |  5.953    |  0.6453   |  5.639    |  0.6645   |  26.41    |  48.8     |
|  83       |  0.9911   |  0.8945   |  4.505    |  0.4865   |  3.525    |  5.065    |  26.39    |  48.47    |
|  84       |  0.9908   |  0.8529   |  2.71     |  0.4005   |  4.493    |  8.287    |  32.26    |  173.6    |
|  85       |  0.9934   |  0.5143   |  6.684    |  0.6322   |  8.787    |  1.479    |  29.57    |  45.25    |
|  86       |  0.9937   |  0.9358   |  2.272    |  0.6601   |  3.401    |  0.8038   |  30.46    |  48.08    |
|  87       |  0.9939   |  0.5767   |  2.842    |  0.9391   |  7.11     |  8.504    |  49.48    |  33.83    |
|  88       |  0.9939   |  0.5408   |  5.706    |  0.7718   |  7.883    |  6.055    |  13.81    |  43.09    |
|  89       |  0.9936   |  0.5709   |  2.133    |  0.7378   |  4.595    |  1.695    |  28.87    |  48.05    |
|  90       |  0.994    |  0.5561   |  6.079    |  0.9185   |  5.463    |  3.529    |  24.63    |  47.65    |
|  91       |  0.9939   |  0.4936   |  3.61     |  0.9456   |  1.732    |  1.91     |  10.58    |  10.22    |
|  92       |  0.9932   |  0.4287   |  3.582    |  0.5501   |  2.408    |  0.5173   |  10.03    |  11.05    |
|  93       |  0.994    |  0.6071   |  2.416    |  0.8903   |  4.665    |  1.726    |  28.79    |  45.53    |
|  94       |  0.9934   |  0.5912   |  2.06     |  0.6361   |  0.9182   |  1.467    |  9.295    |  14.16    |
|  95       |  0.9937   |  0.9226   |  2.59     |  0.5067   |  4.137    |  0.09386  |  28.11    |  44.46    |
|  96       |  0.9939   |  0.7778   |  3.641    |  0.8609   |  2.657    |  4.114    |  12.92    |  10.96    |
|  97       |  0.9932   |  0.8814   |  4.466    |  0.717    |  0.08861  |  4.105    |  11.0     |  11.88    |
|  98       |  0.9932   |  0.8404   |  2.341    |  0.5604   |  2.332    |  3.488    |  11.67    |  11.7     |
|  99       |  0.99     |  0.412    |  3.311    |  0.4001   |  5.165    |  3.159    |  28.08    |  47.0     |
|  100      |  0.9941   |  0.5888   |  4.472    |  0.9685   |  2.351    |  0.8583   |  32.55    |  42.45    |
|  101      |  0.9941   |  0.553    |  4.986    |  0.8245   |  1.139    |  1.603    |  28.2     |  43.75    |
|  102      |  0.9936   |  0.9099   |  1.539    |  0.5686   |  6.887    |  4.889    |  9.834    |  108.0    |
|  103      |  0.9936   |  0.5271   |  1.042    |  0.5949   |  3.672    |  0.9265   |  95.6     |  246.8    |
|  104      |  0.9941   |  0.8122   |  1.768    |  0.7526   |  2.143    |  1.703    |  94.4     |  247.4    |
|  105      |  0.994    |  0.7429   |  5.453    |  0.8607   |  8.675    |  7.577    |  20.97    |  228.6    |
|  106      |  0.9937   |  0.9599   |  3.023    |  0.7011   |  2.392    |  0.8792   |  30.16    |  45.83    |
|  107      |  0.9941   |  0.8812   |  5.893    |  0.7989   |  1.677    |  5.914    |  28.43    |  84.5     |
|  108      |  0.9904   |  0.5082   |  2.17     |  0.4544   |  1.856    |  5.838    |  12.42    |  13.57    |
|  109      |  0.9939   |  0.586    |  1.424    |  0.9466   |  7.606    |  6.915    |  39.23    |  119.4    |
|  110      |  0.9936   |  0.9763   |  1.458    |  0.5011   |  6.094    |  1.591    |  27.88    |  43.96    |
|  111      |  0.9941   |  0.9602   |  6.633    |  0.8965   |  2.843    |  1.501    |  28.18    |  110.5    |
|  112      |  0.9937   |  0.7129   |  2.989    |  0.5294   |  0.1743   |  0.7122   |  82.73    |  92.07    |
|  113      |  0.994    |  0.8462   |  4.396    |  0.896    |  7.405    |  6.912    |  21.46    |  229.5    |
|  114      |  0.9937   |  0.7772   |  6.634    |  0.7197   |  3.585    |  0.5418   |  26.93    |  111.8    |
|  115      |  0.9935   |  0.4478   |  1.922    |  0.5853   |  4.624    |  0.01508  |  30.42    |  43.41    |
|  116      |  0.9941   |  0.9583   |  6.292    |  0.9567   |  6.148    |  3.469    |  26.72    |  49.68    |
|  117      |  0.9936   |  0.5061   |  4.675    |  0.5175   |  1.974    |  5.3      |  26.16    |  85.28    |
|  118      |  0.9939   |  0.6769   |  5.611    |  0.9386   |  2.851    |  3.989    |  12.87    |  11.84    |
|  119      |  0.994    |  0.8902   |  5.245    |  0.9471   |  7.175    |  7.771    |  21.41    |  227.2    |
|  120      |  0.9908   |  0.9996   |  5.945    |  0.4598   |  7.789    |  7.987    |  22.91    |  230.1    |
|  121      |  0.9939   |  0.6478   |  4.724    |  0.9442   |  2.343    |  2.992    |  12.03    |  10.96    |
|  122      |  0.9937   |  0.7651   |  4.478    |  0.7467   |  2.26     |  2.075    |  26.94    |  43.44    |
|  123      |  0.994    |  0.6285   |  2.306    |  0.9228   |  6.133    |  5.476    |  8.51     |  108.5    |
|  124      |  0.9936   |  0.9148   |  1.261    |  0.5338   |  5.696    |  6.446    |  9.149    |  110.0    |
|  125      |  0.9933   |  0.4738   |  5.252    |  0.7247   |  1.795    |  6.19     |  14.23    |  15.35    |
|  126      |  0.9912   |  0.4696   |  4.308    |  0.4499   |  0.6789   |  1.775    |  10.42    |  12.74    |
|  127      |  0.9935   |  0.7401   |  4.788    |  0.6106   |  7.704    |  8.473    |  19.64    |  227.7    |
|  128      |  0.9938   |  0.4483   |  3.626    |  0.9801   |  8.685    |  5.849    |  21.13    |  228.9    |
|  129      |  0.994    |  0.708    |  4.75     |  0.9607   |  6.566    |  7.436    |  21.96    |  227.9    |
|  130      |  0.9939   |  0.6037   |  4.106    |  0.7714   |  8.288    |  7.335    |  21.74    |  228.1    |
|  131      |  0.9941   |  0.6665   |  6.147    |  0.9446   |  1.244    |  1.672    |  28.03    |  110.7    |
|  132      |  0.9935   |  0.7634   |  5.797    |  0.5488   |  8.089    |  8.905    |  22.51    |  227.0    |
|  133      |  0.994    |  0.7176   |  3.619    |  0.8321   |  6.498    |  0.3374   |  29.65    |  44.54    |
|  134      |  0.9941   |  0.761    |  5.364    |  0.8258   |  2.843    |  2.527    |  28.91    |  111.7    |
|  135      |  0.994    |  0.4082   |  5.76     |  0.9291   |  0.1022   |  5.06     |  60.62    |  172.9    |
|  136      |  0.9941   |  0.5002   |  4.691    |  0.8007   |  2.623    |  1.394    |  28.64    |  44.37    |
|  137      |  0.9936   |  0.9531   |  6.977    |  0.6005   |  5.513    |  3.357    |  28.34    |  48.81    |
|  138      |  0.9907   |  0.4008   |  4.93     |  0.4539   |  0.5722   |  3.293    |  58.96    |  175.1    |
|  139      |  0.9937   |  0.568    |  5.296    |  0.5644   |  1.973    |  1.823    |  28.9     |  41.81    |
|  140      |  0.9936   |  0.7354   |  1.576    |  0.5857   |  5.639    |  7.497    |  38.15    |  119.1    |
|  141      |  0.9911   |  0.9057   |  5.789    |  0.4167   |  2.372    |  1.771    |  27.64    |  113.0    |
|  142      |  0.9939   |  0.8317   |  6.209    |  0.7517   |  9.775    |  6.419    |  21.9     |  226.9    |
|  143      |  0.9941   |  0.4724   |  3.179    |  0.8459   |  0.84     |  4.9      |  25.74    |  166.4    |
|  144      |  0.9941   |  0.5831   |  4.168    |  0.7616   |  1.386    |  0.4503   |  28.03    |  43.01    |
|  145      |  0.9936   |  0.6596   |  1.269    |  0.64     |  2.098    |  0.9829   |  93.23    |  246.8    |
|  146      |  0.9931   |  0.5791   |  4.206    |  0.6842   |  4.259    |  2.582    |  11.9     |  11.13    |
|  147      |  0.9937   |  0.9275   |  5.213    |  0.5591   |  0.9621   |  7.04     |  26.3     |  84.56    |
|  148      |  0.9907   |  0.6464   |  3.804    |  0.4646   |  2.291    |  5.432    |  26.13    |  167.4    |
|  149      |  0.9941   |  0.7108   |  5.357    |  0.8845   |  1.973    |  2.388    |  28.71    |  109.9    |
|  150      |  0.9936   |  0.7316   |  5.603    |  0.7419   |  5.884    |  2.559    |  26.57    |  48.09    |
|  151      |  0.9941   |  0.5374   |  2.48     |  0.9232   |  1.94     |  0.7675   |  96.01    |  247.0    |
|  152      |  0.9902   |  0.644    |  3.088    |  0.4808   |  5.427    |  7.431    |  9.176    |  109.4    |
|  153      |  0.9941   |  0.9691   |  5.356    |  0.9123   |  7.447    |  1.062    |  30.52    |  46.47    |
|  154      |  0.9908   |  0.5868   |  2.171    |  0.4797   |  3.957    |  2.023    |  29.24    |  44.15    |
|  155      |  0.9938   |  0.5275   |  3.832    |  0.8252   |  2.383    |  4.746    |  11.6     |  10.32    |
|  156      |  0.9937   |  0.8442   |  1.637    |  0.736    |  2.493    |  1.403    |  29.03    |  47.89    |
|  157      |  0.994    |  0.6227   |  2.451    |  0.9878   |  5.324    |  8.634    |  50.17    |  31.33    |
|  158      |  0.994    |  0.6216   |  3.33     |  0.9701   |  4.996    |  0.2082   |  28.66    |  43.89    |
|  159      |  0.994    |  0.4739   |  4.902    |  0.8804   |  3.128    |  7.216    |  28.52    |  84.15    |
|  160      |  0.9937   |  0.9169   |  6.718    |  0.6336   |  1.645    |  1.377    |  27.37    |  110.5    |
|  161      |  0.9941   |  0.9138   |  6.52     |  0.7958   |  4.7      |  4.905    |  26.64    |  49.68    |
|  162      |  0.9936   |  0.8668   |  3.15     |  0.6145   |  5.338    |  7.702    |  49.31    |  31.87    |
|  163      |  0.9941   |  0.6974   |  4.415    |  0.927    |  3.668    |  1.192    |  33.13    |  43.32    |
|  164      |  0.994    |  0.5608   |  6.417    |  0.8359   |  4.545    |  1.393    |  28.16    |  110.5    |
|  165      |  0.9936   |  0.7152   |  6.066    |  0.6327   |  1.107    |  4.334    |  87.25    |  190.4    |
|  166      |  0.9936   |  0.7511   |  6.858    |  0.6532   |  3.141    |  3.519    |  29.67    |  111.7    |
|  167      |  0.9937   |  0.8819   |  3.675    |  0.614    |  2.253    |  0.3889   |  34.17    |  43.48    |
|  168      |  0.9936   |  0.7149   |  4.3      |  0.6779   |  7.073    |  1.444    |  30.01    |  46.33    |
|  169      |  0.994    |  0.7173   |  3.215    |  0.8493   |  6.229    |  7.763    |  51.38    |  33.73    |
|  170      |  0.9909   |  0.7683   |  4.105    |  0.4015   |  3.697    |  3.011    |  29.03    |  110.5    |
|  171      |  0.9938   |  0.7949   |  4.315    |  0.6364   |  0.4023   |  0.05294  |  29.67    |  43.11    |
|  172      |  0.9936   |  0.9985   |  4.837    |  0.7372   |  5.68     |  7.26     |  25.74    |  244.9    |
|  173      |  0.9936   |  0.9117   |  5.141    |  0.7432   |  6.443    |  0.1481   |  29.94    |  46.41    |
|  174      |  0.9941   |  0.9541   |  2.537    |  0.9954   |  1.945    |  1.129    |  83.44    |  92.87    |
|  175      |  0.9936   |  0.9097   |  3.158    |  0.6687   |  2.253    |  0.09031  |  84.11    |  93.48    |
|  176      |  0.9937   |  0.5884   |  4.905    |  0.6124   |  3.063    |  0.3096   |  31.41    |  43.68    |
|  177      |  0.9937   |  0.8537   |  6.875    |  0.7211   |  2.431    |  1.731    |  26.61    |  109.0    |
|  178      |  0.9942   |  0.97     |  4.892    |  0.8968   |  0.5603   |  0.6968   |  28.54    |  110.7    |
|  179      |  0.9937   |  0.5044   |  3.975    |  0.6248   |  1.037    |  0.4288   |  31.46    |  43.33    |
|  180      |  0.9936   |  0.5456   |  4.463    |  0.6241   |  1.946    |  2.789    |  33.65    |  42.91    |
|  181      |  0.9936   |  0.7376   |  5.392    |  0.5767   |  2.794    |  4.858    |  28.9     |  84.52    |
|  182      |  0.9936   |  0.7833   |  2.763    |  0.502    |  1.026    |  1.161    |  81.46    |  93.96    |
|  183      |  0.9938   |  0.8686   |  4.363    |  0.6344   |  0.6917   |  0.935    |  33.16    |  42.1     |
|  184      |  0.9936   |  0.7937   |  5.865    |  0.7463   |  2.128    |  6.758    |  28.7     |  86.42    |
|  185      |  0.9941   |  0.4972   |  3.32     |  0.8356   |  1.517    |  1.715    |  82.86    |  94.09    |
|  186      |  0.9941   |  0.7856   |  6.724    |  0.9508   |  4.657    |  1.1      |  26.74    |  110.8    |
|  187      |  0.9936   |  0.5281   |  2.384    |  0.5403   |  1.821    |  3.502    |  83.75    |  93.36    |
|  188      |  0.9941   |  0.7986   |  3.476    |  0.8236   |  1.674    |  6.828    |  28.85    |  83.7     |
|  189      |  0.9935   |  0.4716   |  5.248    |  0.5933   |  5.743    |  1.108    |  29.16    |  43.84    |
|  190      |  0.9942   |  0.8482   |  5.393    |  0.9737   |  2.098    |  1.286    |  29.05    |  109.6    |
|  191      |  0.9898   |  0.4067   |  6.074    |  0.4968   |  8.028    |  5.932    |  22.98    |  227.3    |
|  192      |  0.9941   |  0.7697   |  2.688    |  1.0      |  5.366    |  0.4189   |  28.85    |  45.84    |
|  193      |  0.9941   |  0.4208   |  5.29     |  0.8105   |  1.292    |  0.5635   |  30.11    |  111.5    |
|  194      |  0.9936   |  0.8903   |  3.455    |  0.7009   |  8.122    |  1.106    |  40.19    |  160.9    |
|  195      |  0.9941   |  0.6082   |  2.336    |  1.0      |  3.804    |  0.568    |  28.82    |  46.57    |
|  196      |  0.9936   |  0.7726   |  6.662    |  0.5333   |  6.498    |  5.583    |  27.53    |  47.46    |
|  197      |  0.9936   |  0.7514   |  5.381    |  0.6242   |  4.844    |  2.133    |  24.56    |  49.44    |
|  198      |  0.9937   |  0.908    |  1.039    |  0.7443   |  0.8733   |  0.3989   |  83.72    |  91.89    |
|  199      |  0.9937   |  0.6865   |  4.48     |  0.5886   |  0.2257   |  0.8722   |  28.9     |  109.6    |
|  200      |  0.9942   |  0.8942   |  3.775    |  0.7503   |  0.3144   |  4.237    |  26.19    |  165.7    |
|  201      |  0.9937   |  0.5407   |  1.9      |  0.7498   |  0.321    |  2.754    |  25.43    |  165.7    |
|  202      |  0.9941   |  0.8403   |  3.812    |  0.8719   |  2.283    |  6.871    |  28.88    |  85.22    |
|  203      |  0.9937   |  0.6591   |  5.253    |  0.7472   |  3.325    |  0.001108 |  27.66    |  45.44    |
|  204      |  0.9937   |  0.9024   |  2.854    |  0.6629   |  4.16     |  0.5051   |  32.92    |  42.72    |
|  205      |  0.9939   |  0.6321   |  1.185    |  0.8874   |  7.148    |  8.833    |  39.92    |  119.7    |
|  206      |  0.9937   |  0.9339   |  3.716    |  0.6528   |  1.182    |  6.725    |  27.5     |  82.42    |
|  207      |  0.9936   |  0.8819   |  1.767    |  0.6673   |  1.043    |  1.801    |  94.65    |  248.5    |
|  208      |  0.9936   |  0.6576   |  2.247    |  0.7127   |  2.194    |  7.143    |  27.2     |  84.27    |
|  209      |  0.9911   |  0.7941   |  3.642    |  0.4309   |  2.222    |  1.321    |  95.42    |  247.7    |
|  210      |  0.9936   |  0.4379   |  5.403    |  0.6323   |  4.122    |  0.646    |  27.28    |  109.0    |
|  211      |  0.9911   |  0.4589   |  2.068    |  0.4523   |  1.639    |  0.8813   |  97.9     |  247.0    |
|  212      |  0.994    |  0.4147   |  2.755    |  0.9526   |  1.537    |  4.578    |  25.91    |  165.0    |
|  213      |  0.9937   |  0.8101   |  6.907    |  0.6291   |  2.814    |  3.383    |  27.69    |  110.1    |
|  214      |  0.9936   |  0.5552   |  4.953    |  0.5226   |  0.493    |  6.03     |  29.35    |  85.43    |
|  215      |  0.9941   |  0.7701   |  6.297    |  0.9867   |  2.086    |  7.806    |  28.02    |  83.74    |
|  216      |  0.9942   |  0.8515   |  3.771    |  0.7901   |  1.353    |  0.9808   |  30.69    |  110.8    |
|  217      |  0.9936   |  0.5296   |  2.078    |  0.5113   |  0.6864   |  2.322    |  83.54    |  92.55    |
|  218      |  0.994    |  0.4944   |  6.262    |  0.8081   |  1.671    |  7.144    |  29.91    |  84.41    |
|  219      |  0.9936   |  0.6861   |  4.322    |  0.7307   |  3.904    |  0.4814   |  29.96    |  42.74    |
|  220      |  0.9905   |  0.7343   |  3.734    |  0.4032   |  1.802    |  8.834    |  29.56    |  85.71    |
|  221      |  0.9911   |  0.9782   |  2.002    |  0.4693   |  0.08596  |  0.4869   |  83.84    |  94.35    |
|  222      |  0.9936   |  0.7849   |  4.674    |  0.5631   |  2.378    |  6.283    |  27.46    |  86.34    |
|  223      |  0.9901   |  0.4992   |  5.929    |  0.4062   |  5.804    |  4.333    |  25.41    |  50.93    |
|  224      |  0.9937   |  0.7163   |  3.365    |  0.6758   |  1.463    |  1.649    |  29.05    |  112.0    |
|  225      |  0.9941   |  0.9471   |  2.706    |  0.8613   |  3.037    |  0.3353   |  82.26    |  93.89    |
|  226      |  0.9907   |  0.8979   |  1.122    |  0.4952   |  5.015    |  8.339    |  50.69    |  32.58    |
|  227      |  0.994    |  0.5358   |  6.187    |  0.9113   |  2.657    |  6.46     |  30.16    |  84.08    |
|  228      |  0.9937   |  0.7646   |  4.308    |  0.6486   |  0.7237   |  2.116    |  30.12    |  111.0    |
|  229      |  0.9941   |  0.5557   |  4.701    |  0.8583   |  3.47     |  1.09     |  33.05    |  41.68    |
|  230      |  0.9937   |  0.7002   |  2.369    |  0.6573   |  3.41     |  1.94     |  33.15    |  42.87    |
|  231      |  0.9935   |  0.6766   |  3.978    |  0.5062   |  7.768    |  6.384    |  20.24    |  228.2    |
|  232      |  0.991    |  0.8937   |  5.205    |  0.4298   |  0.989    |  1.07     |  30.05    |  108.8    |
|  233      |  0.9941   |  0.8883   |  5.343    |  0.8491   |  2.807    |  1.312    |  27.99    |  43.47    |
|  234      |  0.9941   |  0.9617   |  4.04     |  0.8269   |  1.896    |  6.038    |  30.44    |  84.83    |
|  235      |  0.9936   |  0.655    |  3.371    |  0.6688   |  3.461    |  1.832    |  82.31    |  92.67    |
|  236      |  0.994    |  0.4916   |  6.249    |  0.8097   |  1.67     |  7.176    |  28.01    |  82.25    |
|  237      |  0.9936   |  0.671    |  4.73     |  0.5318   |  1.59     |  5.546    |  59.96    |  173.3    |
|  238      |  0.9941   |  0.7946   |  4.948    |  0.9009   |  2.777    |  0.8713   |  34.41    |  42.97    |
|  239      |  0.9936   |  0.7372   |  3.602    |  0.5527   |  5.669    |  0.592    |  30.69    |  46.53    |
|  240      |  0.9942   |  1.0      |  5.173    |  1.0      |  1.898    |  0.4301   |  28.97    |  43.49    |
|  241      |  0.9941   |  0.913    |  3.518    |  0.7509   |  1.804    |  5.656    |  29.49    |  86.36    |
|  242      |  0.9941   |  0.9027   |  6.602    |  0.9655   |  0.3084   |  7.216    |  29.07    |  82.32    |
