HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  487      |  0.994    |  0.4167   |  2.624    |  0.7819   |  2.321    |  2.639    |  86.63    |  116.7    |
|  488      |  0.9936   |  0.8947   |  2.056    |  0.6232   |  7.095    |  2.709    |  9.648    |  58.44    |
|  489      |  0.9934   |  0.517    |  6.539    |  0.6636   |  6.903    |  9.159    |  68.54    |  152.5    |
|  490      |  0.9941   |  0.8513   |  4.776    |  0.9998   |  4.122    |  0.6011   |  19.32    |  237.3    |
|  491      |  0.994    |  0.7957   |  1.228    |  0.9834   |  6.326    |  3.512    |  82.24    |  74.47    |
|  492      |  0.994    |  0.7873   |  2.191    |  0.9047   |  2.371    |  6.393    |  86.6     |  229.2    |
|  493      |  0.994    |  0.7264   |  3.298    |  0.9379   |  6.113    |  8.265    |  59.69    |  27.76    |
|  494      |  0.9936   |  0.7723   |  1.949    |  0.7367   |  1.182    |  4.418    |  78.77    |  253.4    |
|  495      |  0.9941   |  0.7225   |  5.562    |  0.831    |  0.8868   |  5.65     |  31.7     |  82.48    |
|  496      |  0.9937   |  0.9541   |  6.903    |  0.7034   |  4.107    |  9.603    |  5.109    |  74.89    |
|  497      |  0.9899   |  0.6328   |  6.258    |  0.4802   |  8.075    |  8.835    |  13.65    |  100.5    |
|  498      |  0.9936   |  0.984    |  2.99     |  0.5489   |  6.418    |  1.962    |  16.17    |  182.3    |
|  499      |  0.994    |  0.4968   |  3.196    |  0.8256   |  3.128    |  1.171    |  32.4     |  41.26    |
|  500      |  0.9934   |  0.4512   |  6.431    |  0.6437   |  5.735    |  5.314    |  26.97    |  49.3     |
|  501      |  0.9902   |  0.5997   |  6.149    |  0.4906   |  9.235    |  2.849    |  94.75    |  18.23    |
|  502      |  0.9936   |  0.5409   |  4.476    |  0.5591   |  2.249    |  1.352    |  33.45    |  42.44    |
|  503      |  0.9903   |  0.4298   |  2.484    |  0.4222   |  6.063    |  0.2619   |  30.38    |  45.47    |
|  504      |  0.9936   |  0.5458   |  1.582    |  0.6298   |  2.85     |  2.469    |  27.94    |  46.85    |
|  505      |  0.9942   |  0.8842   |  4.771    |  0.9875   |  0.3594   |  4.702    |  27.34    |  165.3    |
|  506      |  0.9941   |  0.7329   |  4.827    |  0.8848   |  1.17     |  4.96     |  32.28    |  85.55    |
|  507      |  0.9939   |  0.9334   |  4.0      |  0.9482   |  2.429    |  2.627    |  11.01    |  10.54    |
|  508      |  0.9936   |  0.4057   |  2.823    |  0.5783   |  0.2024   |  5.942    |  31.14    |  86.64    |
|  509      |  0.994    |  0.6298   |  6.703    |  0.8529   |  4.772    |  0.08113  |  28.19    |  110.7    |
|  510      |  0.9941   |  0.8115   |  2.713    |  0.9707   |  2.107    |  3.906    |  26.04    |  166.3    |
|  511      |  0.9941   |  0.7346   |  2.089    |  0.7966   |  1.145    |  3.907    |  24.95    |  166.9    |
|  512      |  0.991    |  0.7146   |  2.24     |  0.4994   |  0.6252   |  3.889    |  25.5     |  166.5    |
|  513      |  0.9936   |  0.8358   |  6.672    |  0.5847   |  4.801    |  1.84     |  27.07    |  100.6    |
|  514      |  0.9938   |  0.4468   |  5.653    |  0.8855   |  8.448    |  0.3681   |  71.35    |  149.7    |
|  515      |  0.991    |  0.7466   |  6.7      |  0.4179   |  3.17     |  0.8554   |  26.95    |  109.6    |
|  516      |  0.9939   |  0.4702   |  3.293    |  0.9668   |  5.904    |  0.03867  |  78.63    |  71.19    |
|  517      |  0.9905   |  0.7636   |  3.773    |  0.4398   |  4.031    |  7.439    |  88.11    |  114.1    |
|  518      |  0.9933   |  0.8078   |  2.396    |  0.5586   |  8.023    |  1.514    |  10.55    |  14.5     |
|  519      |  0.9942   |  0.8733   |  5.149    |  0.7795   |  0.2649   |  0.02365  |  28.74    |  111.1    |
|  520      |  0.9936   |  0.6718   |  4.79     |  0.6314   |  3.175    |  1.658    |  76.14    |  71.95    |
|  521      |  0.9937   |  0.9552   |  6.123    |  0.6985   |  3.877    |  0.5277   |  70.47    |  243.4    |
|  522      |  0.9936   |  0.6016   |  3.023    |  0.5461   |  4.462    |  5.479    |  63.83    |  201.3    |
|  523      |  0.9935   |  0.8603   |  1.17     |  0.5838   |  9.573    |  8.911    |  61.05    |  205.3    |
|  524      |  0.9912   |  0.5627   |  2.275    |  0.7812   |  5.139    |  9.222    |  56.28    |  4.323    |
|  525      |  0.9897   |  0.426    |  3.989    |  0.45     |  5.442    |  7.652    |  21.61    |  230.5    |
|  526      |  0.9935   |  0.6901   |  2.922    |  0.6906   |  8.553    |  4.129    |  35.66    |  224.4    |
|  527      |  0.9941   |  0.9676   |  2.127    |  0.9363   |  2.853    |  1.576    |  67.68    |  177.8    |
|  528      |  0.994    |  0.5654   |  5.227    |  0.9659   |  2.724    |  2.374    |  54.76    |  247.1    |
|  529      |  0.994    |  0.7387   |  1.297    |  0.9833   |  6.359    |  7.279    |  38.62    |  120.4    |
|  530      |  0.994    |  0.8585   |  4.597    |  0.9527   |  8.474    |  6.849    |  21.59    |  227.0    |
|  531      |  0.9936   |  0.8012   |  4.707    |  0.7004   |  6.446    |  8.967    |  24.47    |  246.4    |
|  532      |  0.9936   |  0.9151   |  3.847    |  0.7198   |  0.5064   |  8.98     |  82.69    |  241.4    |
|  533      |  0.994    |  0.8443   |  3.124    |  0.9147   |  8.052    |  0.6354   |  71.94    |  102.8    |
|  534      |  0.9911   |  0.5245   |  6.54     |  0.4505   |  3.996    |  0.8225   |  70.0     |  44.28    |
|  535      |  0.9911   |  0.6673   |  1.291    |  0.4574   |  3.195    |  0.8556   |  23.34    |  226.5    |
|  536      |  0.9905   |  0.9181   |  2.403    |  0.4984   |  9.712    |  6.196    |  37.5     |  207.6    |
|  537      |  0.9935   |  0.642    |  3.762    |  0.548    |  7.409    |  8.104    |  42.87    |  117.7    |
|  538      |  0.9934   |  0.4957   |  1.568    |  0.5582   |  8.533    |  9.357    |  26.74    |  92.14    |
|  539      |  0.9899   |  0.7748   |  2.506    |  0.4391   |  5.92     |  9.726    |  59.13    |  10.09    |
|  540      |  0.9941   |  0.8174   |  4.397    |  0.9037   |  3.33     |  2.61     |  92.43    |  157.1    |
|  541      |  0.991    |  0.6115   |  5.734    |  0.4766   |  0.6197   |  2.501    |  27.99    |  74.89    |
|  542      |  0.9934   |  0.4375   |  1.696    |  0.6688   |  7.852    |  6.336    |  10.84    |  139.6    |
|  543      |  0.9936   |  0.6882   |  2.897    |  0.5322   |  2.211    |  7.634    |  35.04    |  30.59    |
|  544      |  0.9939   |  0.7123   |  4.013    |  0.8512   |  8.374    |  6.86     |  19.58    |  246.4    |
|  545      |  0.9935   |  0.4479   |  6.229    |  0.7277   |  3.708    |  6.305    |  49.43    |  35.67    |
|  546      |  0.9938   |  0.4001   |  5.816    |  0.7874   |  9.051    |  7.394    |  29.18    |  194.6    |
|  547      |  0.994    |  0.7269   |  6.613    |  0.9624   |  6.468    |  9.355    |  38.48    |  63.59    |
|  548      |  0.9936   |  0.9629   |  1.527    |  0.559    |  1.36     |  7.421    |  67.6     |  117.2    |
|  549      |  0.994    |  0.5577   |  4.679    |  0.837    |  2.328    |  4.172    |  63.17    |  33.9     |
|  550      |  0.9935   |  0.6435   |  5.458    |  0.6323   |  4.323    |  6.934    |  41.86    |  235.3    |
=============================================================================================================

BEST HYPERPARAMETERS:
|  519      |  0.9942   |  0.8733   |  5.149    |  0.7795   |  0.2649   |  0.02365  |  28.74    |  111.1    |
