HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  244      |  0.994    |  0.6865   |  4.324    |  0.8923   |  3.893    |  4.846    |  17.52    |  150.3    |
|  245      |  0.9931   |  0.5189   |  6.423    |  0.6184   |  6.412    |  1.134    |  82.52    |  36.83    |
|  246      |  0.9939   |  0.658    |  5.27     |  0.974    |  9.027    |  5.242    |  26.34    |  45.27    |
|  247      |  0.9941   |  0.8104   |  2.238    |  0.9235   |  1.297    |  7.107    |  11.84    |  97.3     |
|  248      |  0.994    |  0.8214   |  1.112    |  0.7581   |  3.923    |  2.952    |  80.03    |  93.89    |
|  249      |  0.9932   |  0.8661   |  1.813    |  0.6912   |  9.323    |  8.188    |  30.91    |  249.1    |
|  250      |  0.9891   |  0.9982   |  4.703    |  0.4501   |  3.663    |  4.269    |  30.49    |  171.5    |
|  251      |  0.9937   |  0.5551   |  4.933    |  0.913    |  7.435    |  7.358    |  90.61    |  118.1    |
|  252      |  0.994    |  0.4249   |  1.818    |  0.987    |  2.297    |  1.971    |  26.3     |  45.33    |
|  253      |  0.994    |  0.8216   |  3.774    |  0.9756   |  4.108    |  3.022    |  26.38    |  45.37    |
|  254      |  0.9934   |  0.9184   |  2.734    |  0.701    |  3.345    |  8.232    |  35.23    |  39.43    |
|  255      |  0.9931   |  0.6954   |  2.831    |  0.6946   |  8.49     |  2.294    |  74.43    |  95.38    |
|  256      |  0.9889   |  0.5449   |  1.521    |  0.4517   |  7.276    |  4.52     |  85.05    |  35.65    |
|  257      |  0.9891   |  0.9296   |  2.934    |  0.4659   |  1.545    |  0.8029   |  87.26    |  249.2    |
|  258      |  0.9938   |  0.7599   |  2.65     |  0.8418   |  9.492    |  3.926    |  72.27    |  115.8    |
|  259      |  0.9932   |  0.7324   |  3.815    |  0.7063   |  6.114    |  8.924    |  60.97    |  180.6    |
|  260      |  0.994    |  0.9369   |  6.421    |  0.986    |  4.205    |  7.647    |  35.01    |  173.3    |
|  261      |  0.9889   |  0.4991   |  6.744    |  0.4097   |  6.148    |  2.745    |  83.51    |  238.0    |
|  262      |  0.9933   |  0.4894   |  3.701    |  0.615    |  4.228    |  3.409    |  26.49    |  44.74    |
|  263      |  0.9932   |  0.7019   |  1.014    |  0.6534   |  9.616    |  3.818    |  36.67    |  52.39    |
|  264      |  0.9931   |  0.6709   |  5.085    |  0.6232   |  7.209    |  5.891    |  70.26    |  140.4    |
|  265      |  0.9939   |  0.9323   |  4.985    |  0.7814   |  7.275    |  2.344    |  78.43    |  100.8    |
|  266      |  0.9937   |  0.4762   |  1.078    |  0.7673   |  9.192    |  3.505    |  29.87    |  145.9    |
|  267      |  0.9934   |  0.9712   |  1.743    |  0.5645   |  0.5791   |  3.794    |  73.69    |  103.1    |
|  268      |  0.9933   |  0.6583   |  2.108    |  0.5149   |  0.9821   |  9.741    |  29.37    |  235.5    |
|  269      |  0.9941   |  0.9657   |  4.789    |  0.786    |  0.632    |  1.181    |  68.63    |  110.2    |
|  270      |  0.994    |  0.8878   |  4.318    |  0.9712   |  7.355    |  6.175    |  36.24    |  113.6    |
|  271      |  0.9889   |  0.499    |  4.508    |  0.4849   |  2.97     |  5.606    |  60.71    |  158.5    |
|  272      |  0.9889   |  0.4151   |  4.694    |  0.4252   |  3.149    |  4.533    |  73.85    |  92.23    |
|  273      |  0.9941   |  0.8938   |  5.076    |  0.9352   |  3.714    |  4.974    |  21.19    |  188.1    |
|  274      |  0.9932   |  0.9886   |  5.795    |  0.5828   |  9.463    |  4.351    |  10.34    |  60.79    |
|  275      |  0.994    |  0.8349   |  1.321    |  0.8888   |  7.032    |  6.985    |  11.54    |  30.92    |
|  276      |  0.994    |  0.9147   |  2.171    |  0.8026   |  5.435    |  8.479    |  50.73    |  33.15    |
|  277      |  0.9933   |  0.528    |  3.713    |  0.7379   |  4.361    |  3.521    |  25.72    |  45.72    |
|  278      |  0.9935   |  0.674    |  2.188    |  0.6508   |  0.516    |  0.3715   |  28.2     |  46.63    |
|  279      |  0.9935   |  0.8941   |  1.041    |  0.6548   |  1.846    |  0.5109   |  44.55    |  175.4    |
|  280      |  0.9939   |  0.4274   |  4.845    |  0.8094   |  1.562    |  4.268    |  89.68    |  58.07    |
|  281      |  0.9934   |  0.7889   |  1.057    |  0.7054   |  0.2444   |  4.31     |  35.13    |  179.8    |
|  282      |  0.9932   |  0.7451   |  4.968    |  0.5176   |  5.528    |  3.106    |  23.27    |  101.4    |
|  283      |  0.9931   |  0.8084   |  4.015    |  0.6254   |  1.811    |  5.719    |  13.33    |  14.4     |
|  284      |  0.9931   |  0.4934   |  1.777    |  0.7166   |  7.404    |  6.819    |  8.161    |  240.4    |
|  285      |  0.9925   |  0.8624   |  4.709    |  0.6048   |  0.8977   |  5.931    |  45.93    |  7.214    |
|  286      |  0.994    |  0.9858   |  6.34     |  0.7828   |  7.098    |  2.083    |  53.38    |  18.95    |
|  287      |  0.9934   |  0.647    |  6.556    |  0.6999   |  2.61     |  3.767    |  19.08    |  108.4    |
|  288      |  0.989    |  0.6278   |  2.427    |  0.4578   |  8.212    |  9.146    |  7.938    |  239.5    |
|  289      |  0.994    |  0.8162   |  3.271    |  0.9761   |  6.475    |  4.118    |  18.9     |  154.4    |
|  290      |  0.989    |  0.5854   |  4.65     |  0.4747   |  5.414    |  5.117    |  46.1     |  13.16    |
|  291      |  0.9931   |  0.6384   |  4.761    |  0.5876   |  7.089    |  3.856    |  66.34    |  251.4    |
|  292      |  0.994    |  0.411    |  2.066    |  0.8436   |  1.697    |  3.399    |  9.588    |  15.81    |
|  293      |  0.9939   |  0.5611   |  5.327    |  0.9781   |  5.74     |  7.749    |  7.318    |  100.1    |
|  294      |  0.9931   |  0.5434   |  1.934    |  0.5758   |  6.92     |  1.341    |  58.01    |  67.0     |
|  295      |  0.985    |  0.4023   |  3.752    |  0.6981   |  1.573    |  3.533    |  22.22    |  3.827    |
|  296      |  0.9891   |  0.8361   |  4.816    |  0.4697   |  0.9457   |  4.511    |  91.29    |  49.67    |
|  297      |  0.9939   |  0.9968   |  2.189    |  0.9979   |  2.193    |  6.178    |  7.928    |  12.19    |
|  298      |  0.9933   |  0.513    |  2.56     |  0.7392   |  3.378    |  0.4514   |  46.24    |  44.0     |
|  299      |  0.9941   |  0.4059   |  6.269    |  0.7981   |  0.2198   |  4.825    |  8.807    |  105.9    |
|  300      |  0.9932   |  0.5082   |  5.777    |  0.7226   |  5.06     |  7.641    |  8.144    |  100.7    |
|  301      |  0.989    |  0.895    |  4.991    |  0.4647   |  1.814    |  3.401    |  46.7     |  202.0    |
|  302      |  0.9932   |  0.5484   |  6.163    |  0.6865   |  3.075    |  1.238    |  75.94    |  24.91    |
|  303      |  0.994    |  0.6051   |  3.551    |  0.8229   |  3.348    |  1.99     |  25.49    |  46.23    |
|  304      |  0.9891   |  0.5853   |  1.854    |  0.4934   |  0.4298   |  2.965    |  81.53    |  95.35    |
|  305      |  0.994    |  0.6164   |  4.682    |  0.7614   |  1.247    |  3.343    |  89.69    |  57.96    |
|  306      |  0.9933   |  0.8181   |  4.922    |  0.6875   |  3.449    |  1.54     |  87.57    |  59.18    |
|  307      |  0.9928   |  0.9874   |  5.655    |  0.5845   |  3.019    |  6.209    |  74.25    |  11.13    |
|  308      |  0.9941   |  0.9208   |  4.265    |  0.764    |  0.862    |  4.128    |  89.59    |  58.66    |
|  309      |  0.993    |  0.4996   |  6.411    |  0.5165   |  8.482    |  1.382    |  93.19    |  139.8    |
|  310      |  0.9932   |  0.501    |  6.871    |  0.6469   |  7.016    |  3.696    |  16.23    |  163.5    |
|  311      |  0.9891   |  0.9355   |  1.525    |  0.4899   |  2.11     |  1.452    |  72.1     |  244.5    |
|  312      |  0.989    |  0.8048   |  2.898    |  0.4578   |  6.12     |  6.526    |  71.41    |  82.46    |
|  313      |  0.9939   |  0.7522   |  4.389    |  0.7651   |  2.94     |  5.27     |  95.41    |  14.57    |
|  314      |  0.9931   |  0.6581   |  4.511    |  0.6491   |  8.845    |  8.593    |  33.09    |  100.1    |
|  315      |  0.9939   |  0.6689   |  4.874    |  0.9574   |  5.106    |  9.313    |  9.388    |  101.2    |
|  316      |  0.9933   |  0.7825   |  5.627    |  0.6614   |  0.4796   |  4.195    |  89.45    |  58.45    |
|  317      |  0.9889   |  0.5289   |  1.902    |  0.4819   |  7.277    |  6.045    |  62.95    |  109.1    |
|  318      |  0.989    |  0.7911   |  2.532    |  0.451    |  9.184    |  8.087    |  69.76    |  176.8    |
|  319      |  0.9939   |  0.4771   |  1.697    |  0.974    |  4.066    |  1.602    |  79.0     |  170.8    |
|  320      |  0.9927   |  0.9066   |  2.531    |  0.5804   |  2.37     |  2.443    |  35.41    |  8.047    |
|  321      |  0.9939   |  0.6196   |  5.57     |  0.9326   |  6.418    |  7.825    |  8.71     |  102.2    |
|  322      |  0.9932   |  0.4033   |  4.022    |  0.7335   |  5.023    |  2.768    |  19.65    |  52.88    |
|  323      |  0.994    |  0.9158   |  3.258    |  0.8348   |  6.319    |  8.209    |  8.145    |  102.0    |
|  324      |  0.994    |  0.8295   |  1.182    |  0.9619   |  4.129    |  9.161    |  58.27    |  133.1    |
|  325      |  0.994    |  0.7331   |  5.015    |  0.8868   |  6.102    |  3.681    |  44.74    |  47.99    |
|  326      |  0.9938   |  0.5214   |  3.039    |  0.9945   |  7.007    |  3.524    |  44.47    |  110.7    |
|  327      |  0.9931   |  0.6932   |  2.682    |  0.624    |  6.07     |  9.616    |  49.42    |  33.65    |
|  328      |  0.9932   |  0.6858   |  4.628    |  0.5649   |  6.735    |  6.171    |  14.05    |  95.79    |
|  329      |  0.994    |  0.6825   |  2.662    |  0.9619   |  2.844    |  2.509    |  26.79    |  47.78    |
|  330      |  0.9941   |  0.7957   |  2.229    |  0.8532   |  2.069    |  2.357    |  30.59    |  47.73    |
|  331      |  0.9939   |  0.6835   |  4.256    |  0.7955   |  6.52     |  8.977    |  7.393    |  101.5    |
|  332      |  0.9941   |  0.9036   |  2.59     |  0.9654   |  3.328    |  2.364    |  29.28    |  46.66    |
|  333      |  0.994    |  0.8417   |  4.443    |  0.8444   |  6.292    |  8.344    |  8.378    |  100.1    |
|  334      |  0.9934   |  0.4873   |  4.438    |  0.5959   |  0.2573   |  1.258    |  29.95    |  172.4    |
|  335      |  0.9889   |  0.4681   |  3.165    |  0.4109   |  5.265    |  9.944    |  8.513    |  102.1    |
|  336      |  0.9939   |  0.5124   |  4.349    |  0.944    |  5.371    |  6.577    |  8.04     |  99.65    |
|  337      |  0.9932   |  0.5515   |  1.413    |  0.6943   |  1.299    |  7.769    |  50.97    |  161.0    |
|  338      |  0.9931   |  0.8012   |  1.479    |  0.509    |  8.314    |  5.744    |  69.3     |  98.16    |
|  339      |  0.9934   |  0.8842   |  3.651    |  0.6049   |  3.91     |  2.271    |  26.83    |  45.55    |
|  340      |  0.9932   |  0.6324   |  5.456    |  0.5432   |  3.358    |  5.546    |  77.22    |  149.9    |
|  341      |  0.989    |  0.8432   |  2.412    |  0.4352   |  7.855    |  7.087    |  56.92    |  226.9    |
|  342      |  0.989    |  0.6608   |  3.115    |  0.453    |  3.563    |  5.261    |  18.08    |  49.4     |
|  343      |  0.994    |  0.9374   |  4.605    |  0.8431   |  7.939    |  6.749    |  35.88    |  197.3    |
|  344      |  0.9932   |  0.9719   |  4.009    |  0.6739   |  6.133    |  1.709    |  78.89    |  187.1    |
|  345      |  0.9939   |  0.629    |  2.719    |  0.7994   |  4.99     |  6.253    |  85.77    |  238.1    |
|  346      |  0.9933   |  0.5117   |  3.657    |  0.6131   |  4.482    |  0.01649  |  44.08    |  35.34    |
|  347      |  0.9935   |  0.5285   |  1.374    |  0.993    |  0.9676   |  8.602    |  92.3     |  8.305    |
|  348      |  0.9941   |  0.4854   |  6.595    |  0.7764   |  1.252    |  0.497    |  29.09    |  45.87    |
|  349      |  0.9941   |  0.705    |  4.689    |  0.9053   |  0.2055   |  1.675    |  30.73    |  172.4    |
|  350      |  0.9941   |  0.7308   |  1.143    |  0.789    |  0.4539   |  8.835    |  6.857    |  250.3    |
|  351      |  0.9931   |  0.5426   |  5.209    |  0.5657   |  6.889    |  7.883    |  8.286    |  103.1    |
|  352      |  0.9933   |  0.7026   |  3.136    |  0.6141   |  3.453    |  1.509    |  25.32    |  44.97    |
|  353      |  0.9941   |  0.6566   |  3.468    |  0.8657   |  1.33     |  3.011    |  10.11    |  16.68    |
|  354      |  0.9932   |  0.946    |  3.159    |  0.5796   |  7.428    |  8.097    |  8.163    |  99.06    |
|  355      |  0.9932   |  0.5975   |  4.719    |  0.5217   |  5.34     |  3.444    |  28.01    |  47.73    |
|  356      |  0.9933   |  0.5091   |  1.564    |  0.7242   |  2.879    |  3.285    |  29.47    |  46.57    |
|  357      |  0.9889   |  0.6786   |  5.389    |  0.4787   |  2.484    |  9.806    |  32.36    |  179.1    |
|  358      |  0.9933   |  0.8458   |  6.044    |  0.6788   |  1.768    |  5.124    |  85.29    |  101.7    |
|  359      |  0.994    |  0.8925   |  4.97     |  0.9766   |  5.914    |  5.121    |  12.97    |  94.99    |
|  360      |  0.9941   |  0.8101   |  2.401    |  0.9372   |  1.138    |  1.928    |  9.319    |  16.8     |
|  361      |  0.994    |  0.7995   |  3.788    |  0.772    |  6.487    |  6.554    |  8.067    |  100.4    |
|  362      |  0.9935   |  0.8039   |  1.284    |  0.7223   |  1.055    |  0.4056   |  26.09    |  46.04    |
|  363      |  0.9934   |  0.8363   |  5.363    |  0.6012   |  2.475    |  2.805    |  24.99    |  44.61    |
|  364      |  0.9939   |  0.4274   |  4.701    |  0.7855   |  4.818    |  7.27     |  7.508    |  98.02    |
|  365      |  0.9934   |  0.7129   |  2.886    |  0.7304   |  0.6277   |  0.4224   |  78.9     |  92.53    |
|  366      |  0.9942   |  0.9746   |  6.807    |  0.7828   |  1.367    |  0.8162   |  30.34    |  44.22    |
|  367      |  0.9933   |  0.5782   |  3.119    |  0.5099   |  2.973    |  1.703    |  24.8     |  47.57    |
|  368      |  0.9934   |  0.8769   |  4.55     |  0.7033   |  2.374    |  8.205    |  8.782    |  99.96    |
|  369      |  0.9941   |  0.9428   |  3.412    |  0.8984   |  2.534    |  3.052    |  30.59    |  47.35    |
|  370      |  0.994    |  0.4673   |  4.506    |  0.8714   |  3.39     |  0.3953   |  31.85    |  43.17    |
|  371      |  0.9941   |  0.8421   |  4.434    |  0.7734   |  2.809    |  2.498    |  25.9     |  46.87    |
|  372      |  0.9934   |  0.5831   |  3.094    |  0.647    |  3.251    |  0.9701   |  33.48    |  43.28    |
|  373      |  0.9931   |  0.4284   |  5.076    |  0.6537   |  5.224    |  7.982    |  9.83     |  101.3    |
|  374      |  0.9932   |  0.5127   |  3.473    |  0.6513   |  2.219    |  2.538    |  8.249    |  17.43    |
|  375      |  0.9934   |  0.6647   |  2.581    |  0.6911   |  3.7      |  2.066    |  31.52    |  47.58    |
|  376      |  0.9935   |  0.9749   |  4.147    |  0.5708   |  1.78     |  0.3466   |  25.88    |  46.74    |
|  377      |  0.9931   |  0.4365   |  5.349    |  0.7392   |  6.225    |  9.196    |  10.95    |  102.5    |
|  378      |  0.9941   |  0.9404   |  2.832    |  1.0      |  4.02     |  0.7359   |  25.85    |  47.16    |
|  379      |  0.9932   |  0.4815   |  1.294    |  0.6625   |  0.1302   |  5.056    |  10.72    |  16.07    |
|  380      |  0.9932   |  0.7208   |  5.207    |  0.7246   |  4.301    |  3.678    |  24.7     |  43.99    |
|  381      |  0.9939   |  0.4963   |  4.865    |  0.752    |  5.081    |  7.361    |  6.809    |  101.7    |
|  382      |  0.9941   |  0.8382   |  2.521    |  0.9193   |  0.3279   |  6.34     |  11.67    |  15.9     |
|  383      |  0.9933   |  0.6842   |  4.049    |  0.5583   |  3.776    |  6.736    |  8.305    |  101.2    |
|  384      |  0.9932   |  0.4219   |  3.552    |  0.6111   |  0.1325   |  3.923    |  10.75    |  17.0     |
|  385      |  0.989    |  0.4737   |  3.675    |  0.4345   |  5.093    |  6.38     |  6.723    |  99.52    |
|  386      |  0.9891   |  0.9727   |  3.021    |  0.4933   |  2.0      |  1.401    |  25.29    |  44.78    |
|  387      |  0.9933   |  0.5553   |  1.647    |  0.7422   |  3.445    |  2.16     |  25.54    |  45.59    |
|  388      |  0.9932   |  0.4352   |  2.628    |  0.5062   |  1.289    |  4.303    |  10.89    |  17.01    |
|  389      |  0.9932   |  0.7427   |  4.428    |  0.6812   |  6.999    |  6.407    |  9.261    |  101.3    |
|  390      |  0.9934   |  0.4659   |  3.069    |  0.5707   |  1.554    |  1.287    |  29.38    |  47.48    |
|  391      |  0.994    |  0.7171   |  3.086    |  0.758    |  2.455    |  9.522    |  7.007    |  240.3    |
|  392      |  0.9933   |  0.7965   |  5.42     |  0.5363   |  3.167    |  1.531    |  25.79    |  47.21    |
|  393      |  0.994    |  0.5765   |  2.895    |  0.9128   |  2.715    |  8.133    |  11.96    |  96.47    |
|  394      |  0.989    |  0.8041   |  3.572    |  0.4555   |  3.133    |  9.471    |  8.054    |  239.2    |
|  395      |  0.9939   |  0.7205   |  4.555    |  0.7527   |  5.344    |  2.396    |  74.15    |  175.3    |
|  396      |  0.9934   |  0.8015   |  4.628    |  0.7488   |  3.333    |  4.055    |  25.23    |  46.67    |
|  397      |  0.9941   |  0.4905   |  5.456    |  0.8551   |  0.9521   |  0.8801   |  30.41    |  45.5     |
|  398      |  0.994    |  0.443    |  2.594    |  1.0      |  1.991    |  2.53     |  13.21    |  12.53    |
|  399      |  0.9933   |  0.5482   |  3.263    |  0.5246   |  3.168    |  3.415    |  28.73    |  47.6     |
|  400      |  0.9933   |  0.754    |  3.367    |  0.5908   |  3.731    |  1.699    |  27.01    |  48.74    |
|  401      |  0.9941   |  0.8685   |  2.838    |  0.9068   |  2.194    |  1.758    |  30.53    |  49.43    |
|  402      |  0.9941   |  0.8848   |  4.771    |  0.8084   |  0.8462   |  5.029    |  7.779    |  105.2    |
|  403      |  0.9891   |  0.4225   |  1.699    |  0.4317   |  5.49     |  0.8199   |  25.81    |  47.67    |
|  404      |  0.994    |  0.4105   |  3.346    |  0.9803   |  1.808    |  3.652    |  8.944    |  14.83    |
|  405      |  0.994    |  0.9639   |  5.165    |  0.7983   |  6.174    |  5.227    |  14.89    |  94.87    |
|  406      |  0.9938   |  0.4616   |  5.597    |  0.9752   |  5.946    |  8.572    |  9.657    |  102.0    |
|  407      |  0.9939   |  0.4589   |  3.344    |  0.7809   |  4.149    |  3.113    |  26.98    |  46.89    |
|  408      |  0.9932   |  0.8841   |  3.822    |  0.5322   |  6.963    |  9.211    |  7.532    |  100.5    |
|  409      |  0.9934   |  0.6871   |  4.366    |  0.6462   |  0.972    |  5.238    |  26.42    |  167.1    |
|  410      |  0.9933   |  0.674    |  5.109    |  0.5975   |  5.281    |  5.775    |  9.281    |  99.85    |
|  411      |  0.9892   |  0.7805   |  3.854    |  0.424    |  0.2593   |  1.857    |  31.67    |  171.6    |
|  412      |  0.9932   |  0.564    |  2.721    |  0.7094   |  0.3405   |  2.141    |  10.65    |  17.51    |
|  413      |  0.9932   |  0.7972   |  3.235    |  0.7335   |  5.284    |  8.026    |  9.749    |  99.47    |
|  414      |  0.989    |  0.925    |  3.295    |  0.4578   |  2.677    |  2.035    |  30.62    |  46.36    |
|  415      |  0.9941   |  0.9937   |  3.757    |  0.8376   |  0.8643   |  3.086    |  25.05    |  47.21    |
|  416      |  0.994    |  0.9412   |  4.895    |  0.86     |  6.932    |  7.213    |  7.588    |  100.8    |
|  417      |  0.9931   |  0.467    |  5.163    |  0.6141   |  7.307    |  8.067    |  7.554    |  100.4    |
|  418      |  0.9934   |  0.6191   |  6.887    |  0.695    |  1.562    |  5.218    |  7.799    |  105.6    |
|  419      |  0.9934   |  0.5702   |  1.281    |  0.5172   |  1.944    |  1.467    |  28.58    |  47.96    |
|  420      |  0.994    |  0.5344   |  4.704    |  0.9292   |  4.038    |  1.451    |  25.84    |  46.11    |
|  421      |  0.9932   |  0.435    |  4.89     |  0.7122   |  6.932    |  4.603    |  13.47    |  94.95    |
|  422      |  0.9893   |  0.686    |  1.926    |  0.4575   |  0.5453   |  2.823    |  9.544    |  17.31    |
|  423      |  0.9933   |  0.8481   |  5.168    |  0.6107   |  3.459    |  3.544    |  26.22    |  47.31    |
|  424      |  0.9932   |  0.6845   |  2.968    |  0.5864   |  3.908    |  3.026    |  68.02    |  50.24    |
|  425      |  0.9891   |  0.7321   |  5.157    |  0.4091   |  0.5232   |  1.161    |  67.42    |  109.6    |
|  426      |  0.989    |  0.8112   |  1.914    |  0.4412   |  6.198    |  6.497    |  36.54    |  159.1    |
|  427      |  0.9933   |  0.7742   |  3.332    |  0.6812   |  2.964    |  8.166    |  34.81    |  30.03    |
|  428      |  0.9872   |  0.5071   |  5.889    |  0.4833   |  1.971    |  1.819    |  55.39    |  6.927    |
|  429      |  0.9934   |  0.9657   |  6.102    |  0.6695   |  3.07     |  2.849    |  24.8     |  45.37    |
|  430      |  0.9934   |  0.6915   |  1.883    |  0.5976   |  2.227    |  1.556    |  27.0     |  47.03    |
|  431      |  0.9934   |  0.7049   |  3.454    |  0.6527   |  1.279    |  3.454    |  26.28    |  47.06    |
|  432      |  0.994    |  0.8117   |  5.921    |  0.8459   |  6.379    |  2.266    |  53.38    |  19.47    |
|  433      |  0.9933   |  0.8712   |  3.198    |  0.5487   |  5.386    |  7.162    |  8.838    |  100.7    |
|  434      |  0.9941   |  0.9716   |  3.232    |  0.8562   |  1.115    |  1.646    |  26.8     |  47.96    |
|  435      |  0.9941   |  0.9644   |  5.635    |  0.8755   |  1.537    |  3.975    |  83.0     |  90.64    |
|  436      |  0.9941   |  0.8989   |  5.945    |  0.8731   |  1.851    |  1.087    |  30.5     |  44.4     |
|  437      |  0.994    |  0.7253   |  3.297    |  0.8411   |  3.793    |  1.375    |  27.12    |  46.6     |
|  438      |  0.9933   |  0.6032   |  5.25     |  0.5894   |  0.4073   |  5.253    |  25.56    |  166.2    |
|  439      |  0.994    |  0.5936   |  4.918    |  0.9874   |  3.186    |  7.065    |  8.585    |  99.79    |
|  440      |  0.9941   |  0.6266   |  2.193    |  0.8234   |  3.194    |  0.6161   |  26.01    |  46.06    |
|  441      |  0.9932   |  0.6306   |  4.031    |  0.74     |  5.672    |  7.588    |  6.868    |  101.2    |
|  442      |  0.9933   |  0.8994   |  5.976    |  0.6168   |  5.963    |  0.7935   |  26.14    |  49.54    |
|  443      |  0.9933   |  0.865    |  3.958    |  0.7222   |  4.882    |  5.186    |  13.63    |  95.39    |
|  444      |  0.9929   |  0.6169   |  3.344    |  0.5674   |  1.869    |  6.368    |  8.199    |  11.41    |
|  445      |  0.9941   |  0.6428   |  5.139    |  0.9867   |  1.417    |  5.509    |  7.424    |  106.0    |
|  446      |  0.9933   |  0.6419   |  4.583    |  0.6655   |  0.9336   |  4.26     |  82.84    |  90.21    |
|  447      |  0.994    |  0.6622   |  5.441    |  0.8713   |  3.765    |  7.503    |  34.9     |  172.2    |
|  448      |  0.9941   |  0.9289   |  4.862    |  0.8155   |  3.891    |  1.458    |  24.91    |  44.64    |
|  449      |  0.9941   |  0.8846   |  2.964    |  0.8311   |  1.454    |  4.594    |  9.088    |  16.27    |
|  450      |  0.9935   |  0.9437   |  5.976    |  0.6886   |  0.266    |  5.281    |  6.652    |  106.2    |
|  451      |  0.9941   |  0.7491   |  5.384    |  0.9697   |  2.163    |  3.898    |  6.618    |  105.7    |
|  452      |  0.9893   |  0.9723   |  4.153    |  0.4267   |  1.24     |  3.957    |  10.43    |  15.81    |
|  453      |  0.9935   |  0.9724   |  4.174    |  0.6899   |  0.9388   |  5.098    |  6.965    |  106.8    |
|  454      |  0.9941   |  0.7334   |  3.239    |  0.8826   |  3.277    |  2.14     |  31.08    |  49.0     |
|  455      |  0.9939   |  0.6762   |  6.825    |  0.7974   |  7.208    |  5.682    |  13.01    |  42.01    |
|  456      |  0.9931   |  0.4085   |  2.543    |  0.6664   |  3.397    |  4.305    |  8.729    |  16.08    |
|  457      |  0.9941   |  0.7464   |  5.219    |  0.912    |  2.404    |  2.442    |  12.91    |  99.67    |
|  458      |  0.9934   |  0.7585   |  4.498    |  0.642    |  1.105    |  1.052    |  70.47    |  110.7    |
|  459      |  0.9935   |  0.8559   |  5.6      |  0.5828   |  0.134    |  4.882    |  9.871    |  106.2    |
|  460      |  0.9941   |  0.6823   |  4.266    |  0.8343   |  1.498    |  4.656    |  7.392    |  105.8    |
|  461      |  0.994    |  0.4588   |  6.616    |  0.9636   |  2.925    |  3.876    |  11.68    |  99.71    |
|  462      |  0.9892   |  0.4797   |  2.717    |  0.428    |  0.5006   |  0.9288   |  26.81    |  48.56    |
|  463      |  0.9931   |  0.5009   |  4.955    |  0.617    |  6.167    |  7.508    |  8.479    |  99.55    |
|  464      |  0.9934   |  0.8305   |  3.063    |  0.5143   |  2.322    |  7.586    |  10.07    |  100.1    |
|  465      |  0.9939   |  0.5105   |  5.21     |  0.8132   |  5.424    |  9.079    |  8.119    |  101.6    |
|  466      |  0.994    |  0.9248   |  2.578    |  0.9875   |  2.496    |  5.881    |  8.205    |  14.08    |
|  467      |  0.9932   |  0.9604   |  1.825    |  0.6307   |  1.812    |  5.416    |  9.93     |  16.76    |
|  468      |  0.9939   |  0.6976   |  1.006    |  0.932    |  5.069    |  2.397    |  79.42    |  93.66    |
|  469      |  0.9941   |  0.7891   |  4.276    |  0.9288   |  2.306    |  2.673    |  30.27    |  48.71    |
|  470      |  0.9934   |  0.6232   |  2.787    |  0.6379   |  1.77     |  3.448    |  28.9     |  47.76    |
|  471      |  0.994    |  0.4764   |  3.025    |  0.8559   |  2.387    |  7.381    |  11.21    |  98.53    |
|  472      |  0.9939   |  0.4874   |  5.798    |  0.8464   |  5.189    |  5.484    |  38.85    |  182.4    |
|  473      |  0.989    |  0.7579   |  5.481    |  0.4517   |  5.657    |  6.115    |  13.47    |  94.5     |
|  474      |  0.994    |  0.863    |  3.079    |  0.8695   |  6.524    |  8.166    |  8.762    |  100.9    |
|  475      |  0.9941   |  0.551    |  4.701    |  0.9355   |  1.921    |  0.2229   |  30.12    |  43.45    |
|  476      |  0.9933   |  0.4514   |  2.906    |  0.5658   |  0.8679   |  0.3174   |  9.952    |  16.58    |
|  477      |  0.9941   |  0.9876   |  1.642    |  0.8681   |  2.583    |  2.574    |  8.786    |  18.39    |
|  478      |  0.9941   |  0.761    |  3.252    |  0.7639   |  3.502    |  0.1925   |  25.46    |  46.17    |
|  479      |  0.9931   |  0.5863   |  4.659    |  0.7301   |  6.84     |  1.831    |  79.59    |  100.2    |
|  480      |  0.9934   |  0.9924   |  2.742    |  0.5096   |  3.535    |  1.752    |  30.4     |  48.5     |
|  481      |  0.9894   |  0.5549   |  1.526    |  0.4807   |  1.361    |  5.431    |  8.355    |  12.93    |
|  482      |  0.994    |  0.794    |  3.622    |  0.7805   |  2.936    |  7.154    |  9.269    |  99.16    |
|  483      |  0.9933   |  0.4318   |  6.863    |  0.6541   |  2.547    |  2.582    |  11.45    |  100.6    |
|  484      |  0.9934   |  0.6483   |  1.32     |  0.6051   |  2.022    |  3.689    |  30.78    |  47.67    |
|  485      |  0.9931   |  0.6144   |  3.369    |  0.6216   |  2.279    |  3.594    |  8.502    |  15.85    |
|  486      |  0.9932   |  0.9154   |  2.419    |  0.5119   |  3.213    |  3.575    |  9.681    |  17.69    |
|  487      |  0.9934   |  0.5261   |  3.027    |  0.6216   |  0.6054   |  2.952    |  24.27    |  47.47    |
|  488      |  0.9933   |  0.5301   |  2.514    |  0.6827   |  2.255    |  2.978    |  30.86    |  49.84    |
